2022-12-23T14:14:25.581223Z	   69 Query	commit
2022-12-23T14:14:25.582708Z	   75 Execute	SELECT se_amt, DATE_FORMAT(se_cash_due_date, '%Y-%m-%d'), se_cash_type FROM settlement WHERE se_t_id = 200000004037619
2022-12-23T14:14:25.582978Z	   83 Execute	SET TRANSACTION ISOLATION LEVEL REPEATABLE READ
2022-12-23T14:14:25.582994Z	   42 Execute	UPDATE seq_trade_id SET id=LAST_INSERT_ID(id+1)
2022-12-23T14:14:25.583036Z	   83 Execute	UPDATE last_trade SET lt_price = 24.58, lt_vol = lt_vol + 200, lt_dts = '2022-12-23 18:14:25' WHERE lt_s_symb = 'AN'
2022-12-23T14:14:25.583175Z	   16 Execute	INSERT INTO trade(t_id, t_dts, t_st_id, t_tt_id, t_is_cash, t_s_symb, t_qty, t_bid_price, t_ca_id, t_exec_name, t_trade_price, t_chrg, t_comm, t_tax, t_lifo) VALUES (200000008727816, '2022-12-23 18:14:25', 'PNDG', 'TSL', 1, 'ADEX', 800, 24.41, 43000005221, 'April Kinnison', NULL, 5.5, 54.68, 0, 1)
2022-12-23T14:14:25.583251Z	   70 Execute	SELECT ct_amt, DATE_FORMAT(ct_dts, '%Y-%m-%d %H:%i:%s.%f'), ct_name FROM cash_transaction WHERE ct_t_id = 200000005764062
2022-12-23T14:14:25.583316Z	   42 Close stmt	
2022-12-23T14:14:25.583506Z	   51 Execute	SELECT ct_amt, DATE_FORMAT(ct_dts, '%Y-%m-%d %H:%i:%s.%f'), ct_name FROM cash_transaction WHERE ct_t_id = 200000005512190
2022-12-23T14:14:25.583633Z	   46 Execute	SELECT se_amt, DATE_FORMAT(se_cash_due_date, '%Y-%m-%d'), se_cash_type FROM settlement WHERE se_t_id = 200000002867890
2022-12-23T14:14:25.583679Z	   42 Prepare	SELECT LAST_INSERT_ID()
2022-12-23T14:14:25.583703Z	   75 Execute	SELECT ct_amt, DATE_FORMAT(ct_dts, '%Y-%m-%d %H:%i:%s.%f'), ct_name FROM cash_transaction WHERE ct_t_id = 200000004037619
2022-12-23T14:14:25.583743Z	   70 Execute	SELECT DATE_FORMAT(th_dts, '%Y-%m-%d %H:%i:%s.%f'), th_st_id FROM trade_history WHERE th_t_id = 200000005764062 ORDER BY th_dts ASC LIMIT 3
2022-12-23T14:14:25.583827Z	   42 Execute	SELECT LAST_INSERT_ID()
2022-12-23T14:14:25.583993Z	   51 Execute	SELECT DATE_FORMAT(th_dts, '%Y-%m-%d %H:%i:%s.%f'), th_st_id FROM trade_history WHERE th_t_id = 200000005512190 ORDER BY th_dts ASC LIMIT 3
2022-12-23T14:14:25.584052Z	   83 Execute	SELECT tr_t_id, tr_bid_price, tr_tt_id, tr_qty FROM trade_request WHERE tr_s_symb = 'AN' AND ((tr_tt_id = 'TSL' AND tr_bid_price >= 24.58) OR (tr_tt_id = 'TLS' AND tr_bid_price <= 24.58) OR (tr_tt_id = 'TLB' AND tr_bid_price >= 24.58))
2022-12-23T14:14:25.584155Z	   25 Execute	SELECT DATE_FORMAT(th_dts, '%Y-%m-%d %H:%i:%s.%f'), th_st_id FROM trade_history WHERE th_t_id = 200000005373099 ORDER BY th_dts LIMIT 3
2022-12-23T14:14:25.584291Z	   42 Execute	INSERT INTO trade(t_id, t_dts, t_st_id, t_tt_id, t_is_cash, t_s_symb, t_qty, t_bid_price, t_ca_id, t_exec_name, t_trade_price, t_chrg, t_comm, t_tax, t_lifo) VALUES (200000008727817, '2022-12-23 18:14:25', 'SBMT', 'TMS', 1, 'PER', 100, 22.56, 43000014976, 'Joan Ulrich', NULL, 4.5, 8.12, 0, 0)
2022-12-23T14:14:25.584526Z	   74 Execute	SELECT co_name, in_name FROM company_competitor, company, industry WHERE cp_co_id = 4300000638 AND co_id = cp_comp_co_id AND in_id = cp_in_id LIMIT 3
2022-12-23T14:14:25.584733Z	   46 Execute	SELECT DATE_FORMAT(th_dts, '%Y-%m-%d %H:%i:%s.%f'), th_st_id FROM trade_history WHERE th_t_id = 200000002867890 ORDER BY th_dts LIMIT 3
2022-12-23T14:14:25.584792Z	   75 Execute	SELECT DATE_FORMAT(th_dts, '%Y-%m-%d %H:%i:%s.%f'), th_st_id FROM trade_history WHERE th_t_id = 200000004037619 ORDER BY th_dts ASC LIMIT 3
2022-12-23T14:14:25.584882Z	   70 Execute	SELECT se_amt, DATE_FORMAT(se_cash_due_date, '%Y-%m-%d'), se_cash_type FROM settlement WHERE se_t_id = 200000007510048
2022-12-23T14:14:25.585135Z	   83 Query	commit
2022-12-23T14:14:25.585440Z	   59 Execute	SELECT DATE_FORMAT(th_dts, '%Y-%m-%d %H:%i:%s.%f'), th_st_id FROM trade_history WHERE th_t_id = 200000004892383 ORDER BY th_dts LIMIT 3
2022-12-23T14:14:25.585514Z	   47 Execute	SELECT lt_price, lt_open_price, lt_vol FROM last_trade WHERE lt_s_symb = 'GBL'
2022-12-23T14:14:25.585564Z	   74 Execute	SELECT fi_year, fi_qtr, DATE_FORMAT(fi_qtr_start_date,'%Y-%m-%d'), fi_revenue, fi_net_earn, fi_basic_eps, fi_dilut_eps, fi_margin, fi_inventory, fi_assets, fi_liability, fi_out_basic, fi_out_dilut FROM financial WHERE fi_co_id = 4300000638 ORDER BY fi_year ASC, fi_qtr LIMIT 20
2022-12-23T14:14:25.585749Z	   25 Execute	SELECT se_cash_type FROM settlement WHERE se_t_id = 200000005376084
2022-12-23T14:14:25.585807Z	   75 Execute	SELECT se_amt, DATE_FORMAT(se_cash_due_date, '%Y-%m-%d'), se_cash_type FROM settlement WHERE se_t_id = 200000007529853
2022-12-23T14:14:25.585914Z	   78 Query	commit
2022-12-23T14:14:25.586090Z	   78 Execute	SET TRANSACTION ISOLATION LEVEL READ COMMITTED
2022-12-23T14:14:25.586114Z	   47 Execute	SELECT DATE_FORMAT(ni_dts, '%Y-%m-%d %H:%i:%s.%f'), ni_source, ni_author, ni_headline, ni_summary FROM news_xref, news_item WHERE ni_id = nx_ni_id AND nx_co_id = 4300002018 LIMIT 2
2022-12-23T14:14:25.586215Z	   70 Execute	SELECT ct_amt, DATE_FORMAT(ct_dts, '%Y-%m-%d %H:%i:%s.%f'), ct_name FROM cash_transaction WHERE ct_t_id = 200000007510048
2022-12-23T14:14:25.586307Z	   25 Execute	UPDATE settlement SET se_cash_type = 'Margin Account' WHERE se_t_id = 200000005376084
2022-12-23T14:14:25.586311Z	   51 Execute	SELECT se_amt, DATE_FORMAT(se_cash_due_date, '%Y-%m-%d'), se_cash_type FROM settlement WHERE se_t_id = 200000003767090
2022-12-23T14:14:25.586314Z	   75 Execute	SELECT ct_amt, DATE_FORMAT(ct_dts, '%Y-%m-%d %H:%i:%s.%f'), ct_name FROM cash_transaction WHERE ct_t_id = 200000007529853
2022-12-23T14:14:25.586390Z	   83 Execute	SET TRANSACTION ISOLATION LEVEL REPEATABLE READ
2022-12-23T14:14:25.586401Z	   78 Execute	SELECT c_id FROM customer WHERE c_tax_id = '731KH7004JM106'
2022-12-23T14:14:25.586456Z	   35 Query	commit
2022-12-23T14:14:25.587055Z	   46 Execute	SELECT se_amt, DATE_FORMAT(se_cash_due_date, '%Y-%m-%d'), se_cash_type FROM settlement WHERE se_t_id = 200000002868443
2022-12-23T14:14:25.587117Z	   83 Execute	UPDATE last_trade SET lt_price = 20.36, lt_vol = lt_vol + 425, lt_dts = '2022-12-23 18:14:25' WHERE lt_s_symb = 'DNCR'
2022-12-23T14:14:25.587176Z	   35 Execute	SET TRANSACTION ISOLATION LEVEL READ COMMITTED
2022-12-23T14:14:25.587234Z	   76 Execute	SELECT ct_amt, DATE_FORMAT(ct_dts, '%Y-%m-%d %H:%i:%s.%f'), ct_name FROM cash_transaction WHERE ct_t_id = 200000002854915
2022-12-23T14:14:25.587422Z	   75 Execute	SELECT DATE_FORMAT(th_dts, '%Y-%m-%d %H:%i:%s.%f'), th_st_id FROM trade_history WHERE th_t_id = 200000007529853 ORDER BY th_dts ASC LIMIT 3
2022-12-23T14:14:25.587521Z	   59 Execute	SELECT se_amt, DATE_FORMAT(se_cash_due_date, '%Y-%m-%d'), se_cash_type FROM settlement WHERE se_t_id = 200000004897802
2022-12-23T14:14:25.587572Z	   56 Execute	SELECT t_id, t_s_symb, t_qty, st_name, DATE_FORMAT(th_dts,'%Y-%m-%d %H:%i:%s.%f') FROM (SELECT t_id AS id FROM trade WHERE t_ca_id = 43000025321 ORDER BY t_dts DESC LIMIT 10) AS t, trade, trade_history, status_type FORCE INDEX(PRIMARY) WHERE t_id = id AND th_t_id = t_id AND st_id = th_st_id ORDER BY th_dts DESC LIMIT 30
2022-12-23T14:14:25.587822Z	   35 Execute	SELECT s_name, co_id, co_name, co_sp_rate, co_ceo, co_desc, DATE_FORMAT(co_open_date,'%Y-%m-%d'), co_st_id, ca.ad_line1, ca.ad_line2, zca.zc_town, zca.zc_div, ca.ad_zc_code, ca.ad_ctry, s_num_out, DATE_FORMAT(s_start_date,'%Y-%m-%d'), DATE_FORMAT(s_exch_date,'%Y-%m-%d'), s_pe, s_52wk_high, DATE_FORMAT(s_52wk_high_date,'%Y-%m-%d'), s_52wk_low, DATE_FORMAT(s_52wk_low_date,'%Y-%m-%d'), s_dividend, s_yield, zea.zc_div, ea.ad_ctry, ea.ad_line1, ea.ad_line2, zea.zc_town, ea.ad_zc_code, ex_close, ex_desc, ex_name, ex_num_symb, ex_open FROM security, company, address ca, address ea, zip_code zca, zip_code zea, exchange WHERE s_symb = 'EVOLPRC' AND co_id = s_co_id AND ca.ad_id = co_ad_id AND ea.ad_id = ex_ad_id AND ex_id = s_ex_id AND ca.ad_zc_code = zca.zc_code AND ea.ad_zc_code = zea.zc_code
2022-12-23T14:14:25.588003Z	   78 Execute	SELECT c_st_id, c_l_name, c_f_name, c_m_name, c_gndr, c_tier, DATE_FORMAT(c_dob,'%Y-%m-%d'), c_ad_id, c_ctry_1, c_area_1, c_local_1, c_ext_1, c_ctry_2, c_area_2, c_local_2, c_ext_2, c_ctry_3, c_area_3, c_local_3, c_ext_3, c_email_1, c_email_2 FROM customer WHERE c_id = 4300003022
2022-12-23T14:14:25.588138Z	   51 Execute	SELECT ct_name FROM cash_transaction WHERE ct_t_id = 200000003767090
2022-12-23T14:14:25.588410Z	   25 Execute	SELECT se_amt, DATE_FORMAT(se_cash_due_date, '%Y-%m-%d'), se_cash_type FROM settlement WHERE se_t_id = 200000005376084
2022-12-23T14:14:25.588525Z	   74 Execute	SELECT DATE_FORMAT(dm_date,'%Y-%m-%d'), dm_close, dm_high, dm_low, dm_vol FROM daily_market WHERE dm_s_symb = 'BNL' AND dm_date >= '2002-06-20' ORDER BY dm_date ASC LIMIT 9
2022-12-23T14:14:25.588637Z	   22 Execute	SELECT DATE_FORMAT(th_dts, '%Y-%m-%d %H:%i:%s.%f'), th_st_id FROM trade_history WHERE th_t_id = 200000004097423 ORDER BY th_dts ASC LIMIT 3
2022-12-23T14:14:25.588694Z	   83 Execute	SELECT tr_t_id, tr_bid_price, tr_tt_id, tr_qty FROM trade_request WHERE tr_s_symb = 'DNCR' AND ((tr_tt_id = 'TSL' AND tr_bid_price >= 20.36) OR (tr_tt_id = 'TLS' AND tr_bid_price <= 20.36) OR (tr_tt_id = 'TLB' AND tr_bid_price >= 20.36))
2022-12-23T14:14:25.588834Z	   47 Query	commit
2022-12-23T14:14:25.588860Z	   46 Execute	SELECT ct_amt, DATE_FORMAT(ct_dts, '%Y-%m-%d %H:%i:%s.%f'), ct_name FROM cash_transaction WHERE ct_t_id = 200000002868443
2022-12-23T14:14:25.588952Z	   70 Execute	SELECT DATE_FORMAT(th_dts, '%Y-%m-%d %H:%i:%s.%f'), th_st_id FROM trade_history WHERE th_t_id = 200000007510048 ORDER BY th_dts ASC LIMIT 3
2022-12-23T14:14:25.589006Z	   48 Execute	SELECT se_amt, DATE_FORMAT(se_cash_due_date, '%Y-%m-%d'), se_cash_type FROM settlement WHERE se_t_id = 200000003138128
2022-12-23T14:14:25.589180Z	   47 Execute	SET TRANSACTION ISOLATION LEVEL READ COMMITTED
2022-12-23T14:14:25.589200Z	   59 Execute	SELECT ct_amt, DATE_FORMAT(ct_dts, '%Y-%m-%d %H:%i:%s.%f'), ct_name FROM cash_transaction WHERE ct_t_id = 200000004897802
2022-12-23T14:14:25.589283Z	   25 Execute	SELECT DATE_FORMAT(th_dts, '%Y-%m-%d %H:%i:%s.%f'), th_st_id FROM trade_history WHERE th_t_id = 200000005376084 ORDER BY th_dts LIMIT 3
2022-12-23T14:14:25.589394Z	   75 Execute	SELECT se_amt, DATE_FORMAT(se_cash_due_date, '%Y-%m-%d'), se_cash_type FROM settlement WHERE se_t_id = 200000004039624
2022-12-23T14:14:25.589453Z	   78 Execute	SELECT ca_id, ca_bal, COALESCE(SUM(hs_qty * lt_price),0) AS price_sum FROM customer_account LEFT OUTER JOIN holding_summary ON hs_ca_id = ca_id, last_trade WHERE ca_c_id = 4300003022 AND lt_s_symb = hs_s_symb GROUP BY ca_id,ca_bal ORDER BY price_sum ASC LIMIT 10
2022-12-23T14:14:25.589876Z	   51 Execute	UPDATE cash_transaction SET ct_name = 'Market-Sell 200 Shares of COMMON of Ameron International Corporation' WHERE ct_t_id = 200000003767090
2022-12-23T14:14:25.590007Z	   47 Execute	SELECT c_st_id, c_l_name, c_f_name, c_m_name, c_gndr, c_tier, DATE_FORMAT(c_dob,'%Y-%m-%d'), c_ad_id, c_ctry_1, c_area_1, c_local_1, c_ext_1, c_ctry_2, c_area_2, c_local_2, c_ext_2, c_ctry_3, c_area_3, c_local_3, c_ext_3, c_email_1, c_email_2 FROM customer WHERE c_id = 4300004175
2022-12-23T14:14:25.590095Z	   76 Execute	SELECT DATE_FORMAT(th_dts, '%Y-%m-%d %H:%i:%s.%f'), th_st_id FROM trade_history WHERE th_t_id = 200000002854915 ORDER BY th_dts LIMIT 3
2022-12-23T14:14:25.590288Z	   74 Execute	SELECT lt_price, lt_open_price, lt_vol FROM last_trade WHERE lt_s_symb = 'BNL'
2022-12-23T14:14:25.590338Z	   83 Query	commit
2022-12-23T14:14:25.590517Z	   75 Execute	SELECT ct_amt, DATE_FORMAT(ct_dts, '%Y-%m-%d %H:%i:%s.%f'), ct_name FROM cash_transaction WHERE ct_t_id = 200000004039624
2022-12-23T14:14:25.590584Z	   48 Execute	SELECT ct_name FROM cash_transaction WHERE ct_t_id = 200000003138128
2022-12-23T14:14:25.590674Z	   51 Execute	SELECT ct_amt, DATE_FORMAT(ct_dts, '%Y-%m-%d %H:%i:%s.%f'), ct_name FROM cash_transaction WHERE ct_t_id = 200000003767090
2022-12-23T14:14:25.590795Z	   70 Execute	SELECT se_amt, DATE_FORMAT(se_cash_due_date, '%Y-%m-%d'), se_cash_type FROM settlement WHERE se_t_id = 200000005766460
2022-12-23T14:14:25.590854Z	   22 Query	commit
2022-12-23T14:14:25.591009Z	   74 Execute	SELECT DATE_FORMAT(ni_dts, '%Y-%m-%d %H:%i:%s.%f'), ni_source, ni_author, ni_headline, ni_summary FROM news_xref, news_item WHERE ni_id = nx_ni_id AND nx_co_id = 4300000638 LIMIT 2
2022-12-23T14:14:25.591108Z	   76 Execute	SELECT se_amt, DATE_FORMAT(se_cash_due_date, '%Y-%m-%d'), se_cash_type FROM settlement WHERE se_t_id = 200000002863617
2022-12-23T14:14:25.591156Z	   25 Execute	SELECT se_cash_type FROM settlement WHERE se_t_id = 200000005381097
2022-12-23T14:14:25.591205Z	   35 Execute	SELECT co_name, in_name FROM company_competitor, company, industry WHERE cp_co_id = 4300001576 AND co_id = cp_comp_co_id AND in_id = cp_in_id LIMIT 3
2022-12-23T14:14:25.591319Z	   47 Execute	SELECT ca_id, ca_bal, COALESCE(SUM(hs_qty * lt_price),0) AS price_sum FROM customer_account LEFT OUTER JOIN holding_summary ON hs_ca_id = ca_id, last_trade WHERE ca_c_id = 4300004175 AND lt_s_symb = hs_s_symb GROUP BY ca_id,ca_bal ORDER BY price_sum ASC LIMIT 10
2022-12-23T14:14:25.591541Z	   46 Execute	SELECT DATE_FORMAT(th_dts, '%Y-%m-%d %H:%i:%s.%f'), th_st_id FROM trade_history WHERE th_t_id = 200000002868443 ORDER BY th_dts LIMIT 3
2022-12-23T14:14:25.591594Z	   22 Execute	SET TRANSACTION ISOLATION LEVEL READ COMMITTED
2022-12-23T14:14:25.591682Z	   51 Execute	SELECT DATE_FORMAT(th_dts, '%Y-%m-%d %H:%i:%s.%f'), th_st_id FROM trade_history WHERE th_t_id = 200000003767090 ORDER BY th_dts ASC LIMIT 3
2022-12-23T14:14:25.591732Z	   22 Execute	SELECT s_name, co_id, co_name, co_sp_rate, co_ceo, co_desc, DATE_FORMAT(co_open_date,'%Y-%m-%d'), co_st_id, ca.ad_line1, ca.ad_line2, zca.zc_town, zca.zc_div, ca.ad_zc_code, ca.ad_ctry, s_num_out, DATE_FORMAT(s_start_date,'%Y-%m-%d'), DATE_FORMAT(s_exch_date,'%Y-%m-%d'), s_pe, s_52wk_high, DATE_FORMAT(s_52wk_high_date,'%Y-%m-%d'), s_52wk_low, DATE_FORMAT(s_52wk_low_date,'%Y-%m-%d'), s_dividend, s_yield, zea.zc_div, ea.ad_ctry, ea.ad_line1, ea.ad_line2, zea.zc_town, ea.ad_zc_code, ex_close, ex_desc, ex_name, ex_num_symb, ex_open FROM security, company, address ca, address ea, zip_code zca, zip_code zea, exchange WHERE s_symb = 'RDPRA' AND co_id = s_co_id AND ca.ad_id = co_ad_id AND ea.ad_id = ex_ad_id AND ex_id = s_ex_id AND ca.ad_zc_code = zca.zc_code AND ea.ad_zc_code = zea.zc_code
2022-12-23T14:14:25.591747Z	   75 Execute	SELECT DATE_FORMAT(th_dts, '%Y-%m-%d %H:%i:%s.%f'), th_st_id FROM trade_history WHERE th_t_id = 200000004039624 ORDER BY th_dts ASC LIMIT 3
2022-12-23T14:14:25.592018Z	   83 Execute	SET TRANSACTION ISOLATION LEVEL REPEATABLE READ
2022-12-23T14:14:25.591750Z	   70 Execute	SELECT ct_amt, DATE_FORMAT(ct_dts, '%Y-%m-%d %H:%i:%s.%f'), ct_name FROM cash_transaction WHERE ct_t_id = 200000005766460
2022-12-23T14:14:25.591757Z	   59 Execute	SELECT DATE_FORMAT(th_dts, '%Y-%m-%d %H:%i:%s.%f'), th_st_id FROM trade_history WHERE th_t_id = 200000004897802 ORDER BY th_dts LIMIT 3
2022-12-23T14:14:25.592131Z	   83 Execute	UPDATE last_trade SET lt_price = 21.08, lt_vol = lt_vol + 200, lt_dts = '2022-12-23 18:14:25' WHERE lt_s_symb = 'CPK'
2022-12-23T14:14:25.591805Z	   25 Execute	UPDATE settlement SET se_cash_type = 'Cash' WHERE se_t_id = 200000005381097
2022-12-23T14:14:25.591808Z	   76 Execute	SELECT ct_amt, DATE_FORMAT(ct_dts, '%Y-%m-%d %H:%i:%s.%f'), ct_name FROM cash_transaction WHERE ct_t_id = 200000002863617
2022-12-23T14:14:25.592613Z	   48 Execute	UPDATE cash_transaction SET ct_name = 'Market-Sell 100 Shares of COMMON of Alleghany Corporation' WHERE ct_t_id = 200000003138128
2022-12-23T14:14:25.592795Z	   76 Execute	SELECT DATE_FORMAT(th_dts, '%Y-%m-%d %H:%i:%s.%f'), th_st_id FROM trade_history WHERE th_t_id = 200000002863617 ORDER BY th_dts LIMIT 3
2022-12-23T14:14:25.592882Z	   74 Query	commit
2022-12-23T14:14:25.592965Z	   35 Execute	SELECT fi_year, fi_qtr, DATE_FORMAT(fi_qtr_start_date,'%Y-%m-%d'), fi_revenue, fi_net_earn, fi_basic_eps, fi_dilut_eps, fi_margin, fi_inventory, fi_assets, fi_liability, fi_out_basic, fi_out_dilut FROM financial WHERE fi_co_id = 4300001576 ORDER BY fi_year ASC, fi_qtr LIMIT 20
2022-12-23T14:14:25.593166Z	   83 Execute	SELECT tr_t_id, tr_bid_price, tr_tt_id, tr_qty FROM trade_request WHERE tr_s_symb = 'CPK' AND ((tr_tt_id = 'TSL' AND tr_bid_price >= 21.08) OR (tr_tt_id = 'TLS' AND tr_bid_price <= 21.08) OR (tr_tt_id = 'TLB' AND tr_bid_price >= 21.08))
2022-12-23T14:14:25.593333Z	   74 Execute	SET TRANSACTION ISOLATION LEVEL REPEATABLE READ
2022-12-23T14:14:25.593393Z	   48 Execute	SELECT ct_amt, DATE_FORMAT(ct_dts, '%Y-%m-%d %H:%i:%s.%f'), ct_name FROM cash_transaction WHERE ct_t_id = 200000003138128
2022-12-23T14:14:25.593469Z	   70 Execute	SELECT DATE_FORMAT(th_dts, '%Y-%m-%d %H:%i:%s.%f'), th_st_id FROM trade_history WHERE th_t_id = 200000005766460 ORDER BY th_dts ASC LIMIT 3
2022-12-23T14:14:25.593555Z	   25 Execute	SELECT se_amt, DATE_FORMAT(se_cash_due_date, '%Y-%m-%d'), se_cash_type FROM settlement WHERE se_t_id = 200000005381097
2022-12-23T14:14:25.593641Z	   75 Execute	SELECT se_amt, DATE_FORMAT(se_cash_due_date, '%Y-%m-%d'), se_cash_type FROM settlement WHERE se_t_id = 200000004039736
2022-12-23T14:14:25.593701Z	   74 Execute	SELECT ca_name, ca_b_id, ca_c_id, ca_tax_st FROM customer_account WHERE ca_id = 43000047353
2022-12-23T14:14:25.593762Z	   46 Execute	SELECT se_amt, DATE_FORMAT(se_cash_due_date, '%Y-%m-%d'), se_cash_type FROM settlement WHERE se_t_id = 200000002875034
2022-12-23T14:14:25.593819Z	   59 Execute	SELECT se_amt, DATE_FORMAT(se_cash_due_date, '%Y-%m-%d'), se_cash_type FROM settlement WHERE se_t_id = 200000004900275
2022-12-23T14:14:25.593923Z	   48 Execute	SELECT DATE_FORMAT(th_dts, '%Y-%m-%d %H:%i:%s.%f'), th_st_id FROM trade_history WHERE th_t_id = 200000003138128 ORDER BY th_dts ASC LIMIT 3
2022-12-23T14:14:25.594015Z	   74 Execute	SELECT c_f_name, c_l_name, c_tier, c_tax_id FROM customer WHERE c_id = 4300004736
2022-12-23T14:14:25.594102Z	   75 Execute	SELECT ct_amt, DATE_FORMAT(ct_dts, '%Y-%m-%d %H:%i:%s.%f'), ct_name FROM cash_transaction WHERE ct_t_id = 200000004039736
2022-12-23T14:14:25.594174Z	   46 Execute	SELECT ct_amt, DATE_FORMAT(ct_dts, '%Y-%m-%d %H:%i:%s.%f'), ct_name FROM cash_transaction WHERE ct_t_id = 200000002875034
2022-12-23T14:14:25.594356Z	   51 Execute	SELECT se_amt, DATE_FORMAT(se_cash_due_date, '%Y-%m-%d'), se_cash_type FROM settlement WHERE se_t_id = 200000005513181
2022-12-23T14:14:25.594452Z	   70 Execute	SELECT se_amt, DATE_FORMAT(se_cash_due_date, '%Y-%m-%d'), se_cash_type FROM settlement WHERE se_t_id = 200000000532609
2022-12-23T14:14:25.594553Z	   22 Execute	SELECT co_name, in_name FROM company_competitor, company, industry WHERE cp_co_id = 4300001161 AND co_id = cp_comp_co_id AND in_id = cp_in_id LIMIT 3
2022-12-23T14:14:25.594656Z	   47 Query	commit
2022-12-23T14:14:25.595337Z	   25 Execute	SELECT ct_amt, DATE_FORMAT(ct_dts, '%Y-%m-%d %H:%i:%s.%f'), ct_name FROM cash_transaction WHERE ct_t_id = 200000005381097
2022-12-23T14:14:25.595380Z	   83 Query	commit
2022-12-23T14:14:25.595578Z	   59 Execute	SELECT ct_amt, DATE_FORMAT(ct_dts, '%Y-%m-%d %H:%i:%s.%f'), ct_name FROM cash_transaction WHERE ct_t_id = 200000004900275
2022-12-23T14:14:25.595623Z	   35 Execute	SELECT DATE_FORMAT(dm_date,'%Y-%m-%d'), dm_close, dm_high, dm_low, dm_vol FROM daily_market WHERE dm_s_symb = 'EVOLPRC' AND dm_date >= '2001-02-20' ORDER BY dm_date ASC LIMIT 7
2022-12-23T14:14:25.595763Z	   76 Execute	SELECT se_amt, DATE_FORMAT(se_cash_due_date, '%Y-%m-%d'), se_cash_type FROM settlement WHERE se_t_id = 200000002867473
2022-12-23T14:14:25.595800Z	   75 Execute	SELECT DATE_FORMAT(th_dts, '%Y-%m-%d %H:%i:%s.%f'), th_st_id FROM trade_history WHERE th_t_id = 200000004039736 ORDER BY th_dts ASC LIMIT 3
2022-12-23T14:14:25.595888Z	   51 Execute	SELECT ct_name FROM cash_transaction WHERE ct_t_id = 200000005513181
