2022-12-23T14:14:12.447528Z	   46 Query	commit
2022-12-23T14:14:12.472361Z	   80 Execute	INSERT INTO holding(h_t_id, h_ca_id, h_s_symb, h_dts, h_price, h_qty) VALUES(200000008727419, 43000030353, 'AN', '2022-12-23 18:14:12', 24.86, -400)
2022-12-23T14:14:12.472424Z	   80 Execute	SELECT s_ex_id, s_name FROM security WHERE s_symb = 'AN'
2022-12-23T14:14:12.472478Z	   80 Execute	SELECT c_tier FROM customer WHERE c_id = 4300003036
2022-12-23T14:14:12.472542Z	   80 Execute	SELECT cr_rate FROM commission_rate WHERE cr_c_tier = 2 AND cr_tt_id = 'TMS' AND cr_ex_id = 'NYSE' AND cr_from_qty <= 400 AND cr_to_qty >= 400
2022-12-23T14:14:12.472649Z	   80 Execute	UPDATE trade SET t_comm = 31.82, t_dts = '2022-12-23 18:14:12.000000', t_st_id = 'CMPT', t_trade_price = 24.86 WHERE t_id = 200000008727419
2022-12-23T14:14:12.472749Z	   80 Execute	INSERT INTO trade_history(th_t_id, th_dts, th_st_id) VALUES(200000008727419, '2022-12-23 18:14:12.000000', 'CMPT')
2022-12-23T14:14:12.472808Z	   80 Execute	UPDATE broker SET b_comm_total = b_comm_total + 31.82, b_num_trades = b_num_trades + 1 WHERE b_id = 4300000031
2022-12-23T14:14:12.472877Z	   80 Execute	INSERT INTO settlement(se_t_id, se_cash_type, se_cash_due_date, se_amt) VALUES(200000008727419, 'Cash Account', '2022-12-25', 9907.68)
2022-12-23T14:14:12.472927Z	   80 Execute	UPDATE customer_account SET ca_bal = ca_bal + 9907.68 WHERE ca_id = 43000030353
2022-12-23T14:14:12.472989Z	   80 Execute	INSERT INTO cash_transaction(ct_dts, ct_t_id, ct_amt, ct_name) VALUES('2022-12-23 18:14:12.000000', 200000008727419, 9907.68, 'Market-Sell 400 shared of COMMON of Autonation, Inc.')
2022-12-23T14:14:12.473038Z	   80 Execute	SELECT ca_bal FROM customer_account WHERE ca_id = 43000030353
2022-12-23T14:14:12.473235Z	   81 Query	commit
2022-12-23T14:14:12.473393Z	   59 Execute	INSERT INTO trade_history(th_t_id, th_dts, th_st_id) VALUES (200000008727426, '2022-12-23 18:14:12', 'PNDG')
2022-12-23T14:14:12.473478Z	   59 Query	commit
2022-12-23T14:14:12.473856Z	   26 Execute	SELECT ca_name, ca_b_id, ca_c_id, ca_tax_st FROM customer_account WHERE ca_id = 43000012478
2022-12-23T14:14:12.473990Z	   24 Execute	INSERT INTO trade_history(th_t_id, th_dts, th_st_id) VALUES (200000008727427, '2022-12-23 18:14:12', 'SBMT')
2022-12-23T14:14:12.474055Z	   59 Execute	SET TRANSACTION ISOLATION LEVEL READ COMMITTED
2022-12-23T14:14:12.474165Z	   59 Execute	SELECT t_id, DATE_FORMAT(t_dts,'%Y-%m-%d %H:%i:%s.%f'), st_name, tt_name, t_s_symb, t_qty, t_exec_name, t_chrg, s_name, ex_name FROM trade, status_type FORCE INDEX(PRIMARY), trade_type FORCE INDEX(PRIMARY), security, exchange WHERE t_ca_id = 43000031171 AND st_id = t_st_id AND tt_id = t_tt_id AND s_symb = t_s_symb AND ex_id = s_ex_id ORDER BY t_dts DESC LIMIT 50
2022-12-23T14:14:12.475236Z	   24 Query	commit
2022-12-23T14:14:12.479744Z	   30 Execute	SET TRANSACTION ISOLATION LEVEL READ COMMITTED
2022-12-23T14:14:12.479912Z	   20 Execute	SELECT hs_qty FROM holding_summary WHERE hs_ca_id = 43000002093 AND hs_s_symb = 'BELF'
2022-12-23T14:14:12.480075Z	   30 Execute	SELECT c_id FROM customer WHERE c_tax_id = '361HT4869XV035'
2022-12-23T14:14:12.480184Z	   47 Execute	SELECT fi_year, fi_qtr, DATE_FORMAT(fi_qtr_start_date,'%Y-%m-%d'), fi_revenue, fi_net_earn, fi_basic_eps, fi_dilut_eps, fi_margin, fi_inventory, fi_assets, fi_liability, fi_out_basic, fi_out_dilut FROM financial WHERE fi_co_id = 4300000374 ORDER BY fi_year ASC, fi_qtr LIMIT 20
2022-12-23T14:14:12.480272Z	   42 Prepare	UPDATE seq_trade_id SET id=LAST_INSERT_ID(id+1)
2022-12-23T14:14:12.480295Z	   44 Execute	SELECT se_amt, DATE_FORMAT(se_cash_due_date, '%Y-%m-%d'), se_cash_type FROM settlement WHERE se_t_id = 200000000260736
2022-12-23T14:14:12.480373Z	   42 Execute	UPDATE seq_trade_id SET id=LAST_INSERT_ID(id+1)
2022-12-23T14:14:12.480490Z	   42 Close stmt	
2022-12-23T14:14:12.480583Z	   42 Prepare	SELECT LAST_INSERT_ID()
2022-12-23T14:14:12.480595Z	   42 Execute	SELECT LAST_INSERT_ID()
2022-12-23T14:14:12.480636Z	   42 Execute	INSERT INTO trade(t_id, t_dts, t_st_id, t_tt_id, t_is_cash, t_s_symb, t_qty, t_bid_price, t_ca_id, t_exec_name, t_trade_price, t_chrg, t_comm, t_tax, t_lifo) VALUES (200000008727429, '2022-12-23 18:14:12', 'SBMT', 'TMB', 1, 'DRI', 100, 22.29, 43000003428, 'Lillian Mavity', NULL, 4.5, 8.02, 0, 0)
2022-12-23T14:14:12.480731Z	   54 Query	commit
2022-12-23T14:14:12.486399Z	   74 Execute	SELECT se_amt, DATE_FORMAT(se_cash_due_date, '%Y-%m-%d'), se_cash_type FROM settlement WHERE se_t_id = 200000005748761
2022-12-23T14:14:12.486461Z	   24 Execute	SELECT ca_name, ca_b_id, ca_c_id, ca_tax_st FROM customer_account WHERE ca_id = 43000040432
2022-12-23T14:14:12.486466Z	   32 Execute	SET TRANSACTION ISOLATION LEVEL READ COMMITTED
2022-12-23T14:14:12.486594Z	   75 Execute	SELECT se_amt, DATE_FORMAT(se_cash_due_date, '%Y-%m-%d'), se_cash_type FROM settlement WHERE se_t_id = 200000002056461
2022-12-23T14:14:12.487242Z	   13 Execute	SET TRANSACTION ISOLATION LEVEL SERIALIZABLE
2022-12-23T14:14:12.487271Z	   13 Execute	SELECT t_ca_id, t_tt_id, t_s_symb, t_qty, t_chrg, t_lifo, t_is_cash FROM trade WHERE t_id = 200000008727405
2022-12-23T14:14:12.487338Z	   13 Execute	SELECT tt_name, tt_is_sell, tt_is_mrkt FROM trade_type WHERE tt_id = 'TMB'
2022-12-23T14:14:12.487428Z	   13 Execute	SELECT hs_qty FROM holding_summary WHERE hs_ca_id = 43000003644 AND hs_s_symb = 'EDEL'
2022-12-23T14:14:12.487508Z	   13 Execute	SELECT ca_b_id, ca_c_id, ca_tax_st FROM customer_account WHERE ca_id = 43000003644
2022-12-23T14:14:12.487608Z	   48 Execute	SET TRANSACTION ISOLATION LEVEL READ COMMITTED
2022-12-23T14:14:12.487631Z	   48 Execute	SELECT t_id, DATE_FORMAT(t_dts,'%Y-%m-%d %H:%i:%s.%f'), st_name, tt_name, t_s_symb, t_qty, t_exec_name, t_chrg, s_name, ex_name FROM trade, status_type FORCE INDEX(PRIMARY), trade_type FORCE INDEX(PRIMARY), security, exchange WHERE t_ca_id = 43000049906 AND st_id = t_st_id AND tt_id = t_tt_id AND s_symb = t_s_symb AND ex_id = s_ex_id ORDER BY t_dts DESC LIMIT 50
2022-12-23T14:14:12.487713Z	   72 Execute	SELECT DATE_FORMAT(th_dts, '%Y-%m-%d %H:%i:%s.%f'), th_st_id FROM trade_history WHERE th_t_id = 200000005276368 ORDER BY th_dts LIMIT 3
2022-12-23T14:14:12.487755Z	   86 Execute	SET TRANSACTION ISOLATION LEVEL REPEATABLE READ
